项目经理名称,决策状态,回购进程,当前审批人,电池型号,电池SN,回购业务编号,回购决策编号,业务状态,创建时间,更新时间,车辆品牌,车架号,回购来源,所属部门,付款申请编号,付款申请时间,付款申请状态,付款时间,收款方,回购金额,已付款金额,未付款金额,支付方式,付款明细状态,租售决策通过时间,总部套数,付款套数,距离今天天数
白昊昊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFBJJJ05,SHQY-2026-014-HDSY-14565,PPS-202606-848,已会签,2026-06-17 15:40:34.0,2026-07-08 15:26:54.0,重汽,LUECBFBF2SD481251,晋城市宏达实业有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-08,14.0,14,9
白昊昊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFBHJJ60,SHQY-2026-014-HDSY-14565,PPS-202606-848,已会签,2026-06-17 15:40:34.0,2026-07-08 15:26:54.0,重汽,LUECBFBF0SD481250,晋城市宏达实业有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-08,14.0,14,9
白昊昊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFBHJJ57,SHQY-2026-014-HDSY-14565,PPS-202606-848,已会签,2026-06-17 15:40:34.0,2026-07-08 15:26:54.0,重汽,LUECBFBF0SD481023,晋城市宏达实业有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-08,14.0,14,9
王晓琪,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBKHF03,SHQY-2026-014-HYJT-11540,PPS-202605-1340,已会签,2026-05-21 10:22:32.0,2026-07-02 19:39:25.0,陕重汽,LZGJLM449TX020204,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0080,2026-07-13 10:39:32.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-02,2.0,2,15
王晓琪,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBBHF18,SHQY-2026-014-HYJT-11540,PPS-202605-1340,已会签,2026-05-21 10:22:32.0,2026-07-02 19:39:25.0,陕重汽,LZGJLM443TX020201,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0080,2026-07-13 10:39:32.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-02,2.0,2,15
王晓琪,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBXHF22,SHQY-2026-014-HYJT-11608,PPS-202605-1368,已会签,2026-05-21 15:12:19.0,2026-06-05 09:58:04.0,陕重汽,LZGJLM444TX027903,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0083,2026-07-13 11:57:01.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-05,3.0,3,42
王晓琪,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBWHF31,SHQY-2026-014-HYJT-11608,PPS-202605-1368,已会签,2026-05-21 15:12:19.0,2026-06-05 09:58:04.0,陕重汽,LZGJLM442TX027902,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0083,2026-07-13 11:57:01.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-05,3.0,3,42
王晓琪,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBTHF04,SHQY-2026-014-HYJT-11608,PPS-202605-1368,已会签,2026-05-21 15:12:19.0,2026-06-05 09:58:04.0,陕重汽,LZGJLM440TX027901,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260708-0083,2026-07-13 11:57:01.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-05,3.0,3,42
范雨农,审批通过,回购中,闫志芸,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBNHF18,SHQY-2026-014-HYJT-12862,PPS-202606-098,已会签,2026-06-03 10:21:59.0,2026-06-07 13:12:40.0,陕重汽,LZGJL4442TX020223,山西华源晋通汽贸有限公司,事业二部一组,PREQ-20260707-0048,2026-07-15 15:53:26.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-07,1.0,1,40
范雨农,审批通过,回购中,闫志芸,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBXHF21,SHQY-2026-014-HYJT-13172,PPS-202606-323,已会签,2026-06-05 10:02:42.0,2026-06-14 11:27:35.0,陕重汽,LZGJL4446TX020791,山西华源晋通汽贸有限公司,事业二部一组,PREQ-20260707-0041,2026-07-15 15:47:26.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-14,4.0,4,33
范雨农,审批通过,回购中,闫志芸,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBXHF06,SHQY-2026-014-HYJT-13172,PPS-202606-323,已会签,2026-06-05 10:02:42.0,2026-06-14 11:27:35.0,陕重汽,LZGJL4446TX020788,山西华源晋通汽贸有限公司,事业二部一组,PREQ-20260707-0041,2026-07-15 15:47:26.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-14,4.0,4,33
范雨农,审批通过,回购中,闫志芸,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBVHF08,SHQY-2026-014-HYJT-13172,PPS-202606-323,已会签,2026-06-05 10:02:42.0,2026-06-14 11:27:35.0,陕重汽,LZGJL4444TX020790,山西华源晋通汽贸有限公司,事业二部一组,PREQ-20260707-0041,2026-07-15 15:47:26.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-14,4.0,4,33
范雨农,审批通过,回购中,闫志芸,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBPHF32,SHQY-2026-014-HYJT-13172,PPS-202606-323,已会签,2026-06-05 10:02:42.0,2026-06-14 11:27:35.0,陕重汽,LZGJL4444TX020787,山西华源晋通汽贸有限公司,事业二部一组,PREQ-20260707-0041,2026-07-15 15:47:26.0,审批中,,,329400.0,0.0,329400.0,汇款,待付款,2026-06-14,4.0,4,33
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBKHF02,SHQY-2026-014-HYJT-13266,PPS-202606-454,已会签,2026-06-06 14:51:30.0,2026-06-17 13:02:29.0,陕重汽,LZGJLM446TX018507,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-06-17,1.0,1,30
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB9HF19,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM44XTX045113,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB8HF08,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM44XTX027906,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC3HF08,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM449TX045104,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBYHF03,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM448TX028472,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBVHF13,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM447TX045103,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBTHF62,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM447TX039222,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBPHF38,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM446TX028471,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBFHF09,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM445TX039221,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBFHF08,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM445TX028462,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBEHF21,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM444TX045107,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBDHF13,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM444TX039212,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBCHF14,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM443TX045115,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBBHF59,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM442TX045106,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFB7HF22,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM442TX039211,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFB7HF08,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM441TX045114,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAWHF55,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM441TX028474,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAWHF36,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM441TX027907,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAWHF29,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM440TX045105,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAWHF06,SHQY-2026-014-HYJT-14755,PPS-202606-1462,已会签,2026-06-22 09:52:03.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM440TX028465,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0022,2026-07-14 10:43:53.0,待执行,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-06,19.0,19,11
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBWHF03,SHQY-2026-014-HYJT-15129,PPS-202606-1735,已会签,2026-06-24 15:37:55.0,2026-07-08 14:40:28.0,陕重汽,LZGJL4449TX020221,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260715-0036,2026-07-15 10:11:50.0,草稿,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-08,1.0,1,9
马琛超,审批通过,回购中,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG4WHF10,SHQY-2026-014-HYJT-15835,PPS-202606-1462,已会签,2026-07-01 15:39:40.0,2026-07-06 21:36:23.0,陕重汽,LZGJLM446TX075855,山西华源晋通汽贸有限公司,事业二部三组,PREQ-20260714-0021,2026-07-14 10:46:05.0,待执行,,,308100.0,0.0,308100.0,银行承兑汇票,待付款,2026-07-06,1.0,1,11
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB3HF19,SHQY-2026-014-LFSYSQC-03857,PPS-202603-112,已会签,2026-03-04 11:05:05.0,2026-07-03 15:20:20.0,福田,LRDS6PC04SR041473,临汾市垚圣汽车销售服务有限公司,事业二部三组,PREQ-20260710-0004,2026-07-14 17:24:05.0,审批拒绝,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-03,2.0,2,14
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAXHF80,SHQY-2026-014-LFSYSQC-03857,PPS-202603-112,已会签,2026-03-04 11:05:05.0,2026-07-03 15:20:20.0,福田,LRDS6PC01SR041477,临汾市垚圣汽车销售服务有限公司,事业二部三组,PREQ-20260710-0004,2026-07-14 17:24:05.0,审批拒绝,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-07-03,2.0,2,14
王晓琪,审批通过,回购中,"严正阳,陈若平,陈永博,柯恒,资管中心,张长明",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB3HF13,SHQY-2026-014-LFSYSQC-11730,PPS-202605-1372,已会签,2026-05-22 11:02:19.0,2026-05-26 19:27:03.0,福田,LRDS6PC09SR041503,临汾市垚圣汽车销售服务有限公司,事业二部三组,PREQ-20260713-0070,2026-07-13 13:49:39.0,审批中,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-05-26,2.0,2,52
王晓琪,审批通过,回购中,"严正阳,陈若平,陈永博,柯恒,资管中心,张长明",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAYHF41,SHQY-2026-014-LFSYSQC-11730,PPS-202605-1372,已会签,2026-05-22 11:02:19.0,2026-05-26 19:27:03.0,福田,LRDS6PC01SR041494,临汾市垚圣汽车销售服务有限公司,事业二部三组,PREQ-20260713-0070,2026-07-13 13:49:39.0,审批中,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-05-26,2.0,2,52
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFATHF77,SHQY-2026-014-LFSYSQC-14125,PPS-202606-877,已会签,2026-06-15 11:54:35.0,2026-06-28 14:47:35.0,福田,LRDS6PC08SR041475,临汾市垚圣汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-06-28,1.0,1,19
王晓琪,审批通过,回购中,"严正阳,陈若平,陈永博,柯恒,资管中心,张长明",CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAYHF11,SHQY-2026-014-LFSYSQC-14216,PPS-202606-966,已会签,2026-06-15 16:18:30.0,2026-06-24 09:39:02.0,福田,LRDS6PC06SR041345,临汾市垚圣汽车销售服务有限公司,事业二部三组,PREQ-20260713-0073,2026-07-13 13:57:53.0,审批中,,,329400.0,0.0,329400.0,银行承兑汇票,待付款,2026-06-24,1.0,1,23
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAYHF05,SHQY-2026-014-LFSYSQC-15103,PPS-202606-1647,已会签,2026-06-24 14:07:28.0,2026-07-02 19:33:59.0,福田,LRDS6PC09SR041338,临汾市垚圣汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-02,1.0,1,15
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBKHF07,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM44XTX023564,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBKHF01,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM44XTX020762,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBFHF17,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM44XTX020759,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBEHF33,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM44XSX146540,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFBCHF02,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM44XSX144710,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB8HF29,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM44XSX144707,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB8HF01,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM449TX023572,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB7HF20,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM449TX023569,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB7HF12,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM448TX023563,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFB4HF31,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM448TX020761,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBXHF29,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM448SX144706,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBXHF28,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM447TX023571,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBXHF25,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM447TX023568,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBXHF24,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM446TX020760,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBXHF07,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM446TX020757,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBWHF40,SHQY-2026-014-LGT-12621,PPS-202605-893,已会签,2026-06-01 14:28:26.0,2026-06-15 14:22:30.0,陕重汽,LZGJLM446SX146549,西安陆港通新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-15,37.0,37,32
